Name,JD,RVel,e_RVel,SNR,Dewar
186427,2446957.926,26.53,16.1,227.0,2
186427,2447046.7669,27.81,9.57,182.0,2
186427,2447046.7756,13.22,8.66,180.0,2
186427,2447846.675,21.82,8.77,221.0,2
186427,2448019.9472,71.36,17.07,131.0,2
186427,2448019.9591,69.16,17.29,130.0,2
186427,2448113.8226,64.43,10.4,202.0,2
186427,2448438.863,-5.49,13.5,107.0,2
186427,2448438.8802,9.72,12.7,102.0,2
186427,2448846.8365,51.82,24.17,59.0,2
186427,2448846.8801,59.44,9.42,191.0,2
186427,2448906.7,60.97,10.01,191.0,2
186427,2449124.9643,-4.24,14.7,101.0,2
186427,2449124.9856,-16.08,13.06,100.0,2
186427,2449125.007,-46.36,13.81,95.0,2
186427,2449172.8728,-2.21,8.68,288.0,2
186427,2449172.884,4.58,9.56,291.0,2
186427,2449172.928,-13.15,8.26,296.0,2
186427,2449172.9392,-6.22,8.04,281.0,2
186427,2449200.8761,-24.62,8.95,269.0,2
186427,2449588.7313,27.23,11.06,146.0,2
186427,2449588.7531,43.7,10.72,146.0,2
186427,2449601.7568,24.88,9.51,140.0,2
186427,2449601.7785,24.48,10.29,141.0,2
186427,2449623.7261,42.28,9.22,269.0,2
186427,2449858.972,-27.15,9.57,66.0,13
186427,2449858.99512,-29.92,4.26,66.0,13
186427,2449892.94141,13.03,5.03,69.0,13
186427,2449892.96387,1.01,4.43,69.0,13
186427,2449892.98731,0.77,4.11,68.0,13
186427,2449914.9668,-0.3,2.09,190.0,13
186427,2450069.57715,6.63,4.91,65.0,13
186427,2450072.57422,4.27,2.64,133.0,13
186427,2450073.59082,7.72,2.59,130.0,13
186427,2450073.60644,0.0,3.16,107.0,13
186427,2450089.59375,4.23,2.81,118.0,13
186427,2450182.00391,15.46,2.06,169.0,13
186427,2450202.00488,20.09,4.16,66.0,13
186427,2450203.95215,28.65,4.46,66.0,13
186427,2450203.97559,22.23,4.27,66.0,13
186427,2450215.9209,17.6,4.05,68.0,13
186427,2450215.94336,29.82,4.13,67.0,13
186427,2450231.9209,21.22,6.44,49.0,13
186427,2450235.98828,23.1,4.34,65.0,13
186427,2450262.90332,25.31,1.92,242.0,13
186427,2450298.77832,42.56,2.76,119.0,13
186427,2450298.79394,42.48,2.6,128.0,13
186427,2450299.90039,35.91,2.37,147.0,13
186427,2450299.98242,36.23,2.19,162.0,13
186427,2450300.72266,36.9,2.07,186.0,13
186427,2450300.73731,33.94,2.1,188.0,13
186427,2450300.93652,35.9,1.95,209.0,13
186427,2450304.66894,47.07,2.41,148.0,13
186427,2450304.68457,42.06,2.12,164.0,13
186427,2450304.94336,46.4,2.33,155.0,13
186427,2450304.95898,41.19,2.28,163.0,13
186427,2450326.76367,35.18,2.24,179.0,13
186427,2450326.7793,23.07,2.17,188.0,13
186427,2450441.58203,59.23,3.75,83.0,13
186427,2450441.59668,60.92,3.26,101.0,13
186427,2450504.07812,81.9,5.4,65.0,13
186427,2450505.06543,83.23,2.65,114.0,13
186427,2450536.98926,40.09,5.35,57.0,13
186427,2450537.01367,31.85,4.97,62.0,13
186427,2450537.03613,33.44,4.37,64.0,13
186427,2450537.98731,17.71,4.86,57.0,13
186427,2450538.00977,42.83,4.29,62.0,13
186427,2450550.95703,-3.72,4.75,58.0,13
186427,2450550.97949,21.7,4.57,61.0,13
186427,2450551.0166,-8.77,4.37,63.0,13
186427,2450551.02832,6.31,4.41,64.0,13
186427,2450562.99512,-17.11,5.71,55.0,13
186427,2450563.01953,-17.08,4.79,62.0,13
186427,2450563.94238,-16.13,5.09,60.0,13
186427,2450563.96484,-27.36,4.5,62.0,13
186427,2450563.99023,-8.18,4.49,66.0,13
186427,2450564.01172,-21.06,4.75,64.0,13
186427,2450578.94238,-14.13,3.95,65.0,13
186427,2450578.96484,-28.63,4.17,63.0,13
186427,2450578.98731,-30.51,4.35,69.0,13
186427,2450579.89941,-27.27,5.04,60.0,13
186427,2450579.91992,-33.47,4.01,64.0,13
186427,2450579.94238,-28.16,4.68,64.0,13
186427,2450610.99316,-44.87,3.91,74.0,13
186427,2450611.98144,-33.81,5.17,63.0,13
186427,2450640.91992,-19.57,2.16,153.0,13
186427,2450645.96582,-14.49,2.35,135.0,13
186427,2450655.94141,-18.01,3.05,102.0,13
186427,2450681.93457,-14.02,2.94,111.0,13
186427,2450767.62012,-15.89,3.52,94.0,13
186427,2450767.63086,-7.14,4.08,76.0,13
186427,2450976.94141,4.53,4.53,93.0,6
186427,2450976.95508,8.14,5.36,78.0,6
186427,2450978.94922,19.82,4.2,91.0,6
186427,2450978.96387,16.53,4.39,90.0,6
186427,2451026.8125,13.26,2.98,164.0,6
186427,2451044.84375,20.81,3.88,116.0,6
186427,2451048.81152,27.48,4.25,108.0,6
186427,2451100.72266,29.71,3.51,68.0,6
186427,2451306.00391,69.82,2.87,159.0,6
186427,2451337.9541,35.21,4.43,89.0,6
186427,2451351.89062,-11.06,5.29,84.0,6
186427,2451351.91602,-5.5,4.62,83.0,6
186427,2451352.8584,-5.14,3.87,107.0,6
186427,2451352.88086,-12.05,3.88,107.0,6
186427,2451362.90234,-26.2,3.35,137.0,6
186427,2451363.93457,-25.99,2.96,165.0,6
186427,2451364.88379,-23.99,2.74,203.0,6
186427,2451378.85547,-25.72,3.73,111.0,6
186427,2451378.87891,-34.14,3.49,111.0,6
186427,2451386.7959,-13.83,3.5,116.0,6
186427,2451386.81641,-20.29,4.01,106.0,6
186427,2451391.84668,-20.45,4.5,99.0,6
186427,2451391.86914,-26.96,4.14,99.0,6
186427,2451403.7793,-13.15,3.88,105.0,6
186427,2451403.80078,-12.08,3.69,109.0,6
186427,2451416.68555,-29.23,2.75,222.0,6
186427,2451445.66602,-26.84,3.48,136.0,6
186427,2451700.8916,4.75,4.51,104.0,6
186427,2451700.93652,2.51,4.43,108.0,6
186427,2451750.78809,28.23,2.84,174.0,6
186427,2451805.70801,18.78,3.35,137.0,6
186427,2451814.6875,8.87,4.07,112.0,6
186427,2451814.70996,10.03,4.61,110.0,6
186427,2451822.68066,11.88,3.58,126.0,6
186427,2451822.70898,23.9,4.05,120.0,6
186427,2452076.87695,64.26,2.85,177.0,6
186427,2452085.9082,73.66,4.33,112.0,6
186427,2452085.93652,55.02,4.14,108.0,6
186427,2452141.84082,31.38,3.32,126.0,6
186427,2452141.87109,9.33,3.78,123.0,6
186427,2452144.78809,-0.79,4.09,112.0,6
186427,2452144.81836,3.21,3.56,111.0,6
186427,2452145.75391,16.4,4.57,91.0,6
186427,2452145.78613,2.49,5.5,77.0,6
186427,2452146.75977,-5.42,4.71,100.0,6
186427,2452146.78906,-1.58,4.61,98.0,6
186427,2452147.73438,0.22,4.01,106.0,6
186427,2452147.76367,-10.5,4.31,98.0,6
186427,2452157.70996,-22.54,2.96,175.0,6
186427,2452159.69043,-29.42,2.79,162.0,6
186427,2452160.71875,-31.23,3.33,170.0,6
186427,2452168.70019,-37.18,3.64,119.0,6
186427,2452168.72949,-31.4,4.26,103.0,6
186427,2452182.68359,-25.47,4.25,118.0,6
186427,2452182.71582,-30.81,3.7,122.0,6
186427,2452428.96484,-11.8,2.62,141.0,8
186427,2452470.80957,5.91,2.44,151.0,8
186427,2452470.82031,-5.22,2.29,174.0,8
186427,2452534.66797,-18.27,2.69,192.0,8
186427,2452831.91602,46.54,2.21,195.0,8
186427,2452893.72754,60.68,2.65,135.0,8
186427,2453108.02637,-20.79,2.4,141.0,8
186427,2453157.95801,-25.15,2.27,176.0,8
186427,2453210.90527,-10.78,2.28,193.0,8
186427,2453211.85547,-8.08,2.37,184.0,8
186427,2453212.84375,-11.55,2.33,181.0,8
186427,2453281.63086,-2.55,2.65,124.0,8
186427,2453282.62695,-6.1,2.65,144.0,8
186427,2453543.91835,27.14,2.45,168.0,8
186427,2453544.88615,30.56,2.5,163.0,8
186427,2453567.85157,26.1,2.25,182.0,8
186427,2453568.89103,37.09,2.32,192.0,8
186427,2453868.88591,-32.12,2.36,168.0,8
186427,2453869.96586,-36.4,2.46,154.0,8
186427,2453923.86795,-16.75,4.05,70.0,8
186427,2453923.88774,-10.19,3.5,78.0,8
186427,2453923.90647,-20.99,3.36,80.0,8
186427,2453923.92558,-13.61,3.55,76.0,8
186427,2453925.85777,-4.4,3.34,77.0,8
186427,2453925.87743,-9.95,3.9,74.0,8
186427,2453925.89729,-6.28,3.64,76.0,8
186427,2453925.91626,-4.68,3.27,77.0,8
186427,2453987.76102,-21.5,2.69,137.0,8
186427,2453988.76958,-28.58,2.66,156.0,8
186427,2453989.8037,-32.82,2.3,163.0,8
186427,2454253.9786,16.86,2.51,142.0,8
186427,2454254.90957,14.17,2.47,166.0,8
186427,2454310.86267,31.89,2.64,151.0,8
186427,2454373.70808,29.43,2.54,127.0,8
186427,2454374.69572,31.59,3.07,101.0,8
186427,2454382.6942,43.88,4.2,65.0,8
186427,2454574.99605,-47.09,1.85,193.0,8
186427,2454623.91369,-40.8,2.9,113.0,8
186427,2454623.92093,-44.63,2.74,133.0,8
186427,2454640.89772,-31.88,2.35,160.0,8
186427,2454649.94098,-39.13,2.34,171.0,8
186427,2454650.88968,-29.31,2.24,167.0,8
186427,2454661.91126,-23.66,2.48,160.0,8
186427,2454661.92038,-26.8,2.35,161.0,8
186427,2454661.93068,-28.42,2.4,166.0,8
186427,2454661.94151,-33.89,2.29,169.0,8
186427,2454723.81716,-29.45,2.68,143.0,8
186427,2454723.82343,-28.89,2.56,151.0,8
186427,2455438.81998,-29.08,2.73,143.0,8
186427,2455438.82358,-36.53,2.74,143.0,8
186427,2455846.68098,29.38,2.86,123.0,8
