Name,JD,RVel,e_RVel,SNR,Dewar
GL570B,2447223.9804,-9304.29,65.62,33.0,13
GL570B,2449114.8987,-3042.4,43.43,83.0,13
GL570B,2449200.6853,2736.56,37.3,92.0,13
GL570B,2449351.0868,-26170.1,56.01,63.0,13
GL570B,2449464.9176,-75.17,36.51,60.0,13
GL570B,2449469.91,0.0,31.98,93.0,13
GL570B,2449794.0264,1094.39,10.68,46.0,13
GL570B,2449881.87207,6418.48,1.23,45.0,13
GL570B,2450181.90332,5941.7,1.23,49.0,13
