Name,JD,RVel,e_RVel,SNR,Dewar
38529,2451101.02615,-93.77,2.98,98.0,6
38529,2451102.0229,-72.82,3.11,90.0,6
38529,2451131.9209,-71.49,3.47,153.0,6
38529,2451132.92871,-47.95,4.21,122.0,6
38529,2451154.80859,-146.91,4.95,107.0,6
38529,2451173.91548,-81.36,5.39,88.0,6
38529,2451174.86777,-52.63,4.4,105.0,6
38529,2451175.92104,-41.33,3.52,136.0,6
38529,2451206.80469,-78.45,5.67,90.0,6
38529,2451212.78613,-153.94,5.35,98.0,6
38529,2451213.78613,-138.84,5.27,92.0,6
38529,2451454.02144,-138.68,2.55,180.0,6
38529,2451455.03097,-132.06,4.23,120.0,6
38529,2451468.04981,-140.54,4.79,100.0,6
38529,2451468.96289,-122.92,4.25,112.0,6
38529,2451482.98184,-123.36,3.35,129.0,6
38529,2451496.92999,-129.08,4.47,105.0,6
38529,2451532.85145,-24.46,2.89,212.0,6
38529,2451533.86138,-16.23,2.32,263.0,6
38529,2451534.89846,-15.16,3.17,174.0,6
38529,2451535.88147,-22.45,3.02,199.0,6
38529,2451536.82812,-63.95,3.63,158.0,6
38529,2451539.93164,-113.09,4.02,147.0,6
38529,2451543.79102,-48.55,4.7,114.0,6
38529,2451546.83203,-14.51,4.86,105.0,6
38529,2451571.75293,-84.78,5.14,118.0,6
38529,2451572.6543,-61.63,3.5,129.0,6
38529,2451573.71443,-48.66,7.07,84.0,6
38529,2451581.69129,-112.13,3.75,159.0,6
38529,2451593.79785,-27.17,3.91,182.0,6
38529,2451607.73248,-6.47,3.57,154.0,6
38529,2451629.65527,-37.03,3.64,228.0,6
38529,2451815.02148,14.92,3.91,145.0,6
38529,2451817.02108,50.29,3.09,158.0,6
38529,2451823.02416,35.67,2.67,195.0,6
38529,2451824.02441,-6.28,3.28,151.0,6
38529,2451825.03223,-27.25,3.54,147.0,6
38529,2451826.02338,-23.98,2.97,169.0,6
38529,2451827.01281,-27.2,3.79,128.0,6
38529,2451831.01927,55.39,2.65,202.0,6
38529,2451832.00807,75.18,2.48,194.0,6
38529,2451834.96496,96.25,2.47,217.0,6
38529,2451837.01465,54.05,3.92,137.0,6
38529,2451838.03418,15.16,3.43,148.0,6
38529,2451840.01562,-22.23,4.13,131.0,6
38529,2451841.97685,-4.75,2.91,161.0,6
38529,2451859.95996,71.18,3.58,211.0,6
38529,2451860.92285,82.21,3.52,231.0,6
38529,2451866.03465,69.79,3.9,136.0,6
38529,2451868.98373,9.72,3.16,164.0,6
38529,2451874.91046,74.52,2.91,183.0,6
38529,2451875.95019,104.55,7.72,72.0,6
38529,2451879.91405,85.25,4.06,141.0,6
38529,2451880.95782,55.14,3.33,174.0,6
38529,2451894.90332,45.64,4.83,113.0,6
38529,2451905.86919,130.89,2.88,166.0,6
38529,2451906.84212,135.29,2.81,187.0,6
38529,2451907.84592,118.01,3.6,134.0,6
38529,2451913.80236,42.64,2.27,351.0,6
38529,2451914.85361,72.02,2.35,290.0,6
38529,2451915.81401,80.95,2.33,375.0,6
38529,2451927.81437,49.8,2.52,310.0,6
38529,2451945.73774,108.2,2.12,426.0,6
38529,2451946.70493,128.17,2.2,378.0,6
38529,2452162.01434,250.05,3.41,192.0,6
38529,2452262.92747,250.94,3.14,157.0,6
38529,2452267.81489,151.91,1.86,308.0,8
38529,2452278.87533,284.62,3.86,143.0,6
38529,2452279.76013,272.06,2.97,175.0,6
38529,2452281.88192,203.08,4.58,109.0,6
38529,2452285.86542,185.54,3.37,168.0,6
38529,2452287.80331,222.42,4.18,133.0,6
38529,2452292.83255,253.15,3.8,135.0,6
38529,2452293.80714,249.68,3.13,194.0,6
38529,2452294.8009,213.59,3.99,140.0,6
38529,2452298.75338,138.69,2.03,197.0,8
38529,2452298.81543,130.5,4.34,92.0,8
38529,2452299.69531,125.72,2.85,232.0,8
38529,2452306.6752,251.33,2.93,199.0,6
38529,2452314.71797,162.34,3.12,167.0,6
38529,2452315.71222,177.56,2.27,257.0,6
38529,2452333.68457,220.18,3.68,193.0,6
38529,2452334.65332,231.6,3.6,196.0,6
38529,2452335.65723,225.95,3.5,184.0,8
38529,2452534.97624,33.35,2.08,270.0,8
38529,2452562.99023,77.07,3.79,105.0,8
38529,2452575.00835,-7.38,2.66,136.0,8
38529,2452575.9781,-1.39,2.06,179.0,8
38529,2452577.94125,10.84,2.1,181.0,8
