objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD168151,273.413123751063,64.3805558443084,2454549.62588052,-35968.505859375,1.4015099999999998,12962.199999999999,-22.0,10687,15.0083,4768,178.887
HD168151,273.413123751063,64.3805558443084,2454549.62255874,-35966.522216796904,1.43246,12948.5,-17.6667,10358,15.0244,4768,175.036
HD168151,273.413123751063,64.3805558443084,2454344.33905226,-35981.0218811035,1.54704,12948.7,9.16667,8287,14.9914,4764,155.704
HD168151,273.413123751063,64.3805558443084,2454339.38427199,-36008.430480957,4.47128,12911.5,1.16667,3092,14.6718,4764,93.1156
HD168151,273.413123751063,64.3805558443084,2454545.60833082,-35993.1488037109,1.61534,12911.699999999999,-14.833300000000001,7317,14.8681,4768,153.835
HD168151,273.413123751063,64.3805558443084,2454346.30260055,-35980.4077148438,1.1685599999999998,12964.1,-14.666699999999999,15035,15.0657,4763,211.839
HD168151,273.413123751063,64.3805558443084,2454338.38817455,-35966.9456481934,1.40617,12992.6,-0.5,8654,14.8833,4763,166.539
HD168151,273.413123751063,64.3805558443084,2454547.62911373,-35981.3232421875,1.94498,12849.4,-31.8333,5644,15.05,4769,123.911
HD168151,273.413123751063,64.3805558443084,2455379.5580755,-36033.416748046904,1.48074,12700.0,29.5,7520,15.2182,4768,152.51
HD168151,273.413123751063,64.3805558443084,2457535.53944016,-35985.3630065918,1.20436,12484.7,-0.833333,13239,15.8642,4769,197.897
HD168151,273.413123751063,64.3805558443084,2454345.33156136,-35963.0470275879,1.06949,12937.900000000001,-17.5,17461,15.1042,4764,228.55
HD168151,273.413123751063,64.3805558443084,2454338.38646159,-35961.1358642578,1.38066,13020.300000000001,20.1667,9092,14.8889,4763,170.167
HD168151,273.413123751063,64.3805558443084,2455379.55667503,-36056.0569763184,1.46559,12694.599999999999,13.3333,7727,15.2485,4768,153.775
HD168151,273.413123751063,64.3805558443084,2454547.62579196,-35966.1598205566,1.7352299999999998,12850.099999999999,-53.5,7327,15.1543,4769,140.495
HD168151,273.413123751063,64.3805558443084,2454545.61116648,-35993.5264587402,1.5455,12895.2,0.166667,8046,14.922,4768,161.355
HD168151,273.413123751063,64.3805558443084,2454339.38732754,-35997.7912902832,1.48653,12947.6,6.0,8606,15.0156,4764,158.929
HD168151,273.413123751063,64.3805558443084,2454346.30491535,-35978.141784668,1.17749,12980.800000000001,-12.666699999999999,14706,15.0487,4763,210.056
HD168151,273.413123751063,64.3805558443084,2454347.40140554,-35970.7794189453,1.3457000000000001,12961.9,-34.0,10644,15.0026,4763,178.942
HD168151,273.413123751063,64.3805558443084,2454347.39900971,-35968.7690734863,1.36639,12958.199999999999,-23.1667,10400,15.0191,4763,176.206
HD168151,273.413123751063,64.3805558443084,2454344.33735088,-35967.0639038086,1.5379099999999999,12951.3,-17.1667,8405,15.0048,4764,156.226
HD168151,273.413123751063,64.3805558443084,2454339.38196875,-35995.735168457,2.22348,12964.5,-5.83333,3709,14.71,4764,102.636
HD168151,273.413123751063,64.3805558443084,2457535.54184758,-35989.4599914551,1.16814,12490.5,2.66667,14018,15.8632,4769,204.081
HD168151,273.413123751063,64.3805558443084,2455398.4116636,-36008.9378356934,0.5014620000000001,12739.3,-31.8333,78731,15.6056,4768,484.352
HD168151,273.413123751063,64.3805558443084,2454345.32924655,-35971.4546203613,1.05847,12958.0,-14.3333,17766,15.0904,4764,230.806
HD168151,273.413123751063,64.3805558443084,2455398.41902471,-36014.0495300293,0.492336,12741.4,-30.3333,82031,15.6157,4768,493.079
