objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD095128,164.162303402842,40.6984940122035,2459682.44482595,11342.3776626587,1.56442,7958.599999999999,4.83333,2238,37.194,4695,82.4216
HD095128,164.162387919181,40.6984145215552,2457838.47218687,11238.5301589966,1.02764,7957.55,-3.8333299999999997,4632,38.6393,4704,119.625
HD095128,164.162303402842,40.6984940122035,2460071.45133317,10877.1924972534,1.36773,7963.28,-11.6667,2745,37.5131,4688,93.5002
HD095128,164.162303402842,40.6984940122035,2459733.34295095,11326.3683319092,2.21928,7959.31,-0.833333,1172,36.5059,4688,59.1986
HD095128,164.162303402842,40.6984940122035,2459702.45879332,11347.064018249499,0.7332540000000001,7988.42,-2.33333,8621,38.1971,4688,171.331
HD095128,164.162303402842,40.6984940122035,2459702.463411,11343.5153961182,0.8078080000000001,7987.92,-9.0,7219,38.1328,4688,156.289
HD095128,164.162303402842,40.6984940122035,2460096.38790558,11208.270072936999,14.08,7800.06,146.833,115,23.2656,4688,14.4937
HD095128,164.162303402842,40.6984940122035,2460045.44459533,10496.395111084,0.595758,7984.68,-7.16667,13301,38.5035,4694,209.089
HD095128,164.162303402842,40.6984940122035,2459682.43671307,11350.497245788602,0.647792,7978.75,-6.33333,11315,38.4806,4695,190.239
HD095128,164.162303402842,40.6984940122035,2460071.4551523,10881.041526794399,1.4015799999999998,7972.299999999999,-6.33333,2608,37.4089,4688,91.548
HD095128,164.162303402842,40.6984940122035,2459641.57146509,11356.8277359009,0.497581,7987.75,-6.666670000000001,18971,38.5174,4716,248.841
HD095128,164.162303402842,40.6984940122035,2460096.37701527,11271.312713623001,12.3494,7851.08,69.8333,130,24.5074,4688,15.7388
HD095128,164.162303402842,40.6984940122035,2460045.44936352,10494.347572326698,0.745141,7986.44,-9.83333,8675,38.3264,4694,168.151
HD095128,164.162303402842,40.6984940122035,2459641.57661546,11357.3303222656,0.49457500000000004,7986.73,-7.33333,19194,38.51,4716,250.493
HD095128,164.162303402842,40.6984940122035,2459733.35042719,11334.9628448486,2.71968,7953.839999999999,-4.16667,823,36.1146,4688,48.8131
