objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD069897,124.257437038053,27.3758912033818,2454824.60286242,32654.754638671904,1.22335,9398.94,48.0,7962,23.1144,4737,152.839
HD069897,124.257437038053,27.3758912033818,2455333.32690623,32678.253173828096,1.70071,9423.28,36.5,4062,21.8751,4678,110.107
HD069897,124.257437038053,27.3758912033818,2455317.36434729,32677.3529052734,1.28697,9425.63,38.6667,6746,22.8881,4675,142.503
HD069897,124.257437038053,27.3758912033818,2454953.32312382,32650.1235961914,1.5285,9364.369999999999,,5909,19.67,4692,127.456
HD069897,124.257437038053,27.3758912033818,2454144.53781709,32678.3218383789,0.682473,9376.51,,27241,22.8069,4700,280.876
HD069897,124.257437038053,27.3758912033818,2455271.42992595,32667.182922363303,1.0027599999999999,9428.419999999998,43.3333,12001,23.0,4681,188.42
HD069897,124.257437038053,27.3758912033818,2454953.32163091,32689.1479492188,1.50332,9423.74,42.8333,6128,19.8877,4675,129.33
HD069897,124.257437038053,27.3758912033818,2454925.3828927,32664.3218994141,1.49171,9407.75,46.3333,5275,22.8105,4676,123.472
HD069897,124.257437038053,27.3758912033818,2454148.49448413,32679.874420166,1.36344,9358.13,,6958,22.1868,4699,141.783
HD069897,124.257437038053,27.3758912033818,2454953.32312382,32685.791015625,1.52851,9426.8,38.6667,5945,19.7446,4675,127.456
HD069897,124.257437038053,27.3758912033818,2454139.48822979,32670.337677002004,0.625135,9385.5,,31608,23.2128,4704,302.82
HD069897,124.257437038053,27.3758912033818,2455317.36227573,32663.829803466797,1.1927,9423.52,37.1667,7752,22.9353,4675,154.229
HD069897,124.257437038053,27.3758912033818,2455333.32414027,32678.195953369097,3.94495,9418.210000000001,49.5,1386,21.3232,4678,62.0213
HD069897,124.257437038053,27.3758912033818,2455280.33244644,32674.4804382324,1.3230799999999998,9410.28,44.8333,6760,22.9705,4679,140.739
HD069897,124.257437038053,27.3758912033818,2454148.49149815,32677.7191162109,1.15187,9362.56,,9674,22.5525,4699,167.925
HD069897,124.257437038053,27.3758912033818,2454955.31262022,32675.750732421904,3.53823,9412.43,36.666700000000006,1637,21.5895,4676,68.2764
HD069897,124.257437038053,27.3758912033818,2455283.40898,32665.0390625,1.1548699999999998,9413.61,46.0,8908,23.0665,4678,161.591
HD069897,124.257437038053,27.3758912033818,2454824.60434397,32652.660369872996,1.24168,9409.44,47.3333,7752,23.0721,4737,150.991
HD069897,124.257437038053,27.3758912033818,2454925.38119147,32655.7846069336,1.41727,9402.6,42.5,5839,22.881,4676,130.228
HD069897,124.257437038053,27.3758912033818,2454955.31410156,32667.4194335938,3.3636999999999997,9406.26,39.5,1770,21.7051,4676,71.4132
HD069897,124.257437038053,27.3758912033818,2455271.43199754,32667.694091796904,1.0184,9421.519999999999,35.1667,11612,22.982,4681,185.357
HD069897,124.257437038053,27.3758912033818,2454144.53161362,32678.501129150398,0.701879,9376.92,,26039,22.7864,4700,273.276
HD069897,124.257437038053,27.3758912033818,2454139.4931602,32670.162200927698,0.64801,9386.27,,29441,23.1825,4704,292.206
HD069897,124.257437038053,27.3758912033818,2454852.5792402,32675.0335693359,1.7035500000000001,9419.710000000001,40.1667,4150,22.728,4717,109.214
HD069897,124.257437038053,27.3758912033818,2455332.33393942,32673.141479492202,3.30933,9417.69,9.83333,2139,20.7332,4678,76.0351
HD069897,124.257437038053,27.3758912033818,2454852.58121937,32676.723480224602,1.6168,9409.75,40.5,4602,22.8235,4717,115.297
HD069897,124.257437038053,27.3758912033818,2455273.49793099,32651.172637939504,1.03603,9427.279999999999,42.0,10925,22.9641,4681,181.144
HD069897,124.257437038053,27.3758912033818,2454953.32163091,32653.614044189504,1.5033100000000001,9363.14,,6092,19.815,4692,129.33
HD069897,124.257437038053,27.3758912033818,2455332.3306874,32669.261932372996,3.25473,9390.49,45.5,2040,21.3245,4678,75.0582
HD069897,124.257437038053,27.3758912033818,2455270.35398066,32678.905487060496,1.3672,9419.119999999999,42.0,6694,22.704,4681,138.732
HD069897,124.257437038053,27.3758912033818,2455270.35546203,32679.981231689504,1.4739600000000002,9416.43,51.166700000000006,5775,22.595,4681,128.496
HD069897,124.257437038053,27.3758912033818,2455280.33454116,32679.130554199197,1.50811,9413.449999999999,44.6667,5207,22.8289,4679,123.148
HD069897,124.257437038053,27.3758912033818,2455273.50000258,32649.364471435496,1.08413,9429.64,38.5,10028,22.9249,4681,173.244
HD069897,124.257437038053,27.3758912033818,2455283.41044977,32668.735504150398,1.21627,9409.81,33.3333,8028,23.0178,4678,153.413
