objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD058855,111.538177347859,49.7767072532987,2454540.43161084,-27363.1210327148,1.38032,13226.5,22.0,9863,16.0816,4679,180.642
HD058855,111.538177347859,49.7767072532987,2454148.47043504,-27335.5731964111,1.28836,13137.1,,13379,16.0189,4688,196.415
HD058855,111.538177347859,49.7767072532987,2454125.54572985,-27332.2048187256,1.12726,13135.6,,17772,15.9651,4701,227.586
HD058855,111.538177347859,49.7767072532987,2454882.46083362,-27350.5840301514,2.12889,13150.4,17.1667,4424,16.0121,4690,111.418
HD058855,111.538177347859,49.7767072532987,2458551.37814553,-27336.481094360402,1.57571,13139.0,12.833300000000001,7971,16.393,4682,151.663
HD058855,111.538177347859,49.7767072532987,2454154.38967583,-27349.0314483643,1.28494,13156.7,,13086,16.0125,4687,197.941
HD058855,111.538177347859,49.7767072532987,2454127.4845854,-27334.8922729492,0.933874,13119.0,,26137,16.1847,4699,274.615
HD058855,111.538177347859,49.7767072532987,2454154.38728015,-27339.6186828613,1.38823,13159.4,,11244,15.9275,4687,183.365
HD058855,111.538177347859,49.7767072532987,2454152.44179116,-27350.8567810059,1.21248,13135.1,,15122,15.8746,4687,211.24
HD058855,111.538177347859,49.7767072532987,2454879.32877809,-27352.3960113525,1.65467,13146.5,18.5,7374,16.2032,4691,146.164
HD058855,111.538177347859,49.7767072532987,2454871.42641604,-27335.3538513184,1.25224,13162.0,15.0,13255,16.3062,4693,197.199
HD058855,111.538177347859,49.7767072532987,2454852.58761871,-27342.451095581102,1.89705,13123.2,23.5,5429,16.1224,4707,125.402
HD058855,111.538177347859,49.7767072532987,2454127.47503708,-27330.1029205322,1.00619,13126.300000000001,,22823,16.1467,4699,255.729
HD058855,111.538177347859,49.7767072532987,2454098.56775733,-27346.7445373535,1.3788500000000001,13143.4,,11691,15.9642,4722,185.22
HD058855,111.538177347859,49.7767072532987,2454155.38141642,-27336.9541168213,1.61425,13165.800000000001,,8436,15.7914,4686,156.849
HD058855,111.538177347859,49.7767072532987,2458836.61087885,-27332.0236206055,7.941820000000001,13139.099999999999,53.5,911,15.9469,4734,48.656
HD058855,111.538177347859,49.7767072532987,2454088.62819025,-27306.1275482178,1.2743900000000001,13202.8,,12541,16.3375,4736,196.18
HD058855,111.538177347859,49.7767072532987,2454088.49693641,-27269.5446014404,1.28761,13051.0,,13541,16.5277,4736,191.983
HD058855,111.538177347859,49.7767072532987,2454148.46687043,-27336.3456726074,1.30367,13139.099999999999,,13125,16.0067,4688,194.533
HD058855,111.538177347859,49.7767072532987,2454877.44931483,-26202.9037475586,1.1275300000000001,13184.0,14.5,16227,16.3285,4693,219.578
HD058855,111.538177347859,49.7767072532987,2454151.42634523,-27343.5688018799,1.01146,13154.199999999999,,21636,16.1964,4688,253.108
HD058855,111.538177347859,49.7767072532987,2454093.63112991,-27362.4076843262,0.726344,13163.7,,41516,16.3882,4725,351.115
HD058855,111.538177347859,49.7767072532987,2458799.6812304,-27332.7388763428,7.84666,13104.8,9.66667,907,15.9775,4761,49.0873
HD058855,111.538177347859,49.7767072532987,2454877.45375902,-26202.3906707764,0.9990439999999999,13169.5,8.16667,20882,16.399,4693,248.468
HD058855,111.538177347859,49.7767072532987,2454157.44325734,-27336.318969726603,1.3407099999999998,13140.800000000001,,12569,16.0828,4685,189.378
HD058855,111.538177347859,49.7767072532987,2454881.40886158,-27346.342086792,1.57451,13171.4,18.5,8365,16.2193,4690,154.591
HD058855,111.538177347859,49.7767072532987,2454528.41912083,-27352.828979492202,1.5796000000000001,13182.9,9.16667,7608,16.0942,4682,156.393
HD058855,111.538177347859,49.7767072532987,2458387.65898039,-27325.5596160889,1.41209,13151.0,18.3333,9097,16.3752,4762,165.339
HD058855,111.538177347859,49.7767072532987,2454809.66051988,-27343.4886932373,1.61362,13153.1,7.833329999999999,7651,16.2781,4739,149.18
HD058855,111.538177347859,49.7767072532987,2458910.45108929,-27356.6360473633,13.5858,13185.0,51.5,371,15.7656,4684,28.82
HD058855,111.538177347859,49.7767072532987,2458551.37634011,-27326.9367218018,7.4456299999999995,13108.9,25.666700000000002,1036,16.0697,4682,51.4426
HD058855,111.538177347859,49.7767072532987,2454141.42344411,-27344.7647094727,1.05276,13130.2,,20755,16.213,4690,243.434
HD058855,111.538177347859,49.7767072532987,2458901.46142471,-27349.9622344971,7.999090000000001,13172.599999999999,44.8333,916,15.9406,4691,48.3882
HD058855,111.538177347859,49.7767072532987,2454088.66138567,-27287.4374389648,1.12735,13212.400000000001,,15187,16.3492,4736,220.8
HD058855,111.538177347859,49.7767072532987,2454159.47662389,-27343.8205718994,1.72763,13147.199999999999,,7163,15.6911,4684,142.939
HD058855,111.538177347859,49.7767072532987,2454875.41420765,-27334.0167999268,1.63383,13151.1,15.0,7765,16.1917,4691,149.093
HD058855,111.538177347859,49.7767072532987,2454753.69849373,-27343.4982299805,1.63646,13157.6,21.8333,6806,16.1928,4759,141.493
HD058855,111.538177347859,49.7767072532987,2454088.66498531,-27285.5167388916,1.11554,13207.3,,15471,16.3443,4736,223.379
HD058855,111.538177347859,49.7767072532987,2454098.57088238,-27351.7322540283,1.44275,13150.800000000001,,10682,15.8819,4722,176.965
HD058855,111.538177347859,49.7767072532987,2454870.42162682,-27338.2263183594,1.3689200000000001,13165.6,26.3333,10986,16.2843,4693,179.041
HD058855,111.538177347859,49.7767072532987,2454135.47379792,-27366.144180297902,0.9661690000000001,13141.5,,24484,16.2994,4692,262.985
HD058855,111.538177347859,49.7767072532987,2458569.2952992,-27332.6206207275,1.45047,13153.3,20.333299999999998,9555,16.4206,4681,166.192
HD058855,111.538177347859,49.7767072532987,2454528.41740799,-27346.603393554702,1.64919,13181.300000000001,10.0,6990,16.0858,4682,149.139
HD058855,111.538177347859,49.7767072532987,2454881.41491445,-27344.6846008301,1.5353,13151.400000000001,6.5,8879,16.2585,4690,158.601
