objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD142860,238.539790209424,15.805797090522,2455664.49978282,6538.73682022095,4.7435,15468.199999999999,10.1667,2900,15.2318,4746,92.5374
HD142860,238.539790209424,15.805797090522,2455663.57747516,6537.87517547607,2.04235,15478.9,-20.1667,4635,15.6341,4747,118.674
HD142860,238.539790209424,15.805797090522,2455672.52746386,6519.71578598022,2.14871,15497.199999999999,-10.5,4153,15.3244,4740,111.676
HD142860,238.539790209424,15.805797090522,2454257.5162564,6530.90476989746,0.67187,15484.8,,43271,15.8071,4713,358.034
HD142860,238.539790209424,15.805797090522,2454259.51729455,6525.51364898682,1.2699600000000002,15481.6,,10734,15.5578,4713,181.921
HD142860,238.539790209424,15.805797090522,2454257.51873318,6535.52865982056,0.624848,15478.0,,49952,15.822,4713,384.226
HD142860,238.539790209424,15.805797090522,2454264.47547763,6545.67527770996,1.10409,15550.599999999999,,14490,15.3882,4708,224.852
HD142860,238.539790209424,15.805797090522,2455670.49616948,6521.52347564697,1.01383,15480.4,-7.5,19375,15.7161,4742,247.105
HD142860,238.539790209424,15.805797090522,2454600.48220698,6529.1600227356,1.1002500000000002,15500.400000000001,-16.333299999999998,15779,15.5624,4724,221.716
HD142860,238.539790209424,15.805797090522,2456328.66818156,6554.34703826904,1.07535,15519.7,0.333333,17541,15.6806,4766,235.188
HD142860,238.539790209424,15.805797090522,2455663.57924607,6532.32908248901,2.35667,15487.4,-3.5,3351,15.5478,4747,100.186
HD142860,238.539790209424,15.805797090522,2455665.56336836,6527.09770202637,4.62361,15475.0,6.0,2908,15.5052,4744,93.284
HD142860,238.539790209424,15.805797090522,2454607.55284501,6547.98746109009,0.851772,15528.6,-27.0,24336,15.5929,4722,286.728
HD142860,238.539790209424,15.805797090522,2456318.68488983,6546.7677116394,1.32736,15516.1,-3.16667,11458,15.6076,4763,189.217
HD142860,238.539790209424,15.805797090522,2455665.56723426,6532.43970870972,8.06522,15478.9,35.1667,1036,15.4048,4744,53.8328
HD142860,238.539790209424,15.805797090522,2456318.68384808,6550.33397674561,1.26885,15518.5,-8.33333,12646,15.6277,4763,198.632
HD142860,238.539790209424,15.805797090522,2454264.47648454,6535.87055206299,1.04907,15532.7,,16830,15.4861,4708,237.998
HD142860,238.539790209424,15.805797090522,2454607.54866681,6548.68650436401,0.780068,15554.0,-9.0,28884,15.5694,4722,313.357
HD142860,238.539790209424,15.805797090522,2454602.53299135,6543.85805130005,1.66605,15471.6,-7.5,6869,15.3997,4723,144.392
HD142860,238.539790209424,15.805797090522,2454257.59061764,6528.84340286255,1.22731,15803.5,,6592,14.6824,4713,181.01
HD142860,238.539790209424,15.805797090522,2454259.51830146,6530.14945983887,1.44346,15460.0,,8141,15.4869,4713,158.613
HD142860,238.539790209424,15.805797090522,2454642.43225917,6528.489112854,1.65228,15468.6,-8.0,7269,15.465,4703,147.444
HD142860,238.539790209424,15.805797090522,2455670.49758157,6519.53744888306,1.02106,15475.8,-5.666670000000001,19122,15.7236,4742,245.325
HD142860,238.539790209424,15.805797090522,2456328.66676941,6557.87706375122,0.993641,15509.3,4.666670000000001,20595,15.6972,4766,254.88
HD142860,238.539790209424,15.805797090522,2455033.40015308,6551.49221420288,1.53708,15492.699999999999,10.833300000000001,8137,15.5617,4692,154.331
HD142860,238.539790209424,15.805797090522,2454257.58973803,6528.63645553589,1.26239,15784.4,,6246,14.6758,4713,175.735
HD142860,238.539790209424,15.805797090522,2455033.39911149,6553.12871932983,1.52619,15497.8,2.8333299999999997,8136,15.5333,4692,155.412
HD142860,238.539790209424,15.805797090522,2455664.49798877,6537.86134719849,5.01418,15482.4,-19.5,2622,15.1832,4746,87.8625
HD142860,238.539790209424,15.805797090522,2455672.52885279,6511.44027709961,7.2941400000000005,15517.699999999999,-21.666700000000002,1410,14.7555,4740,62.2208
HD142860,238.539790209424,15.805797090522,2454602.52756313,6540.4758453369095,1.56788,15504.8,-11.6667,7665,15.4117,4723,153.588
HD142860,238.539790209424,15.805797090522,2454600.4719292,6527.26173400879,1.42859,15468.1,2.0,9202,15.3879,4724,168.391
HD142860,238.539790209424,15.805797090522,2454642.43293044,6585.51931381226,2.03111,15408.6,29.8333,5211,15.4836,4703,119.194
