objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD043042,92.9749490262587,19.1725701544639,2454152.37009513,34461.597442627004,1.2242,10047.9,,8538,23.5846,4679,156.894
HD043042,92.9749490262587,19.1725701544639,2454724.66059432,34487.457275390596,1.2879,10092.3,58.0,6917,23.8051,4760,146.799
HD043042,92.9749490262587,19.1725701544639,2454080.51317919,34437.6335144043,0.986199,9946.47,,11558,25.1316,4749,186.481
HD043042,92.9749490262587,19.1725701544639,2454155.40454517,34462.5396728516,1.1781700000000002,10073.1,,8417,24.0027,4678,163.478
HD043042,92.9749490262587,19.1725701544639,2454088.59326814,34484.3826293945,0.8612580000000001,9987.75,,13915,24.6805,4717,226.663
HD043042,92.9749490262587,19.1725701544639,2454523.36066554,34448.7838745117,1.45776,10103.9,51.8333,4965,24.3017,4677,126.747
HD043042,92.9749490262587,19.1725701544639,2454523.35232138,34463.3750915527,1.49892,10106.8,56.5,4677,24.1299,4677,123.686
HD043042,92.9749490262587,19.1725701544639,2454151.36935751,34467.235565185496,1.0954899999999999,10049.300000000001,,9993,24.1949,4680,173.463
HD043042,92.9749490262587,19.1725701544639,2454724.6567745,34485.8207702637,1.44327,10096.199999999999,49.333299999999994,5421,23.9075,4760,130.966
HD043042,92.9749490262587,19.1725701544639,2454155.4069408,34460.3500366211,1.05328,10091.0,,10407,24.1567,4678,183.379
HD043042,92.9749490262587,19.1725701544639,2454419.71212887,34462.7876281738,1.70519,10098.1,59.166700000000006,3897,23.9631,4741,108.302
HD043042,92.9749490262587,19.1725701544639,2454409.68372955,34447.8645324707,0.951238,10057.4,59.5,12287,24.9446,4744,190.928
HD043042,92.9749490262587,19.1725701544639,2454852.41504954,34461.009979247996,1.3553199999999999,10071.5,73.33330000000001,6340,24.714,4695,134.033
HD043042,92.9749490262587,19.1725701544639,2454405.57260531,34438.2247924805,1.6845700000000001,10041.7,60.6667,4050,24.4906,4750,106.209
HD043042,92.9749490262587,19.1725701544639,2454054.57866974,34448.657989502004,0.5861729999999999,10085.3,,28824,25.2865,4741,317.352
HD043042,92.9749490262587,19.1725701544639,2454809.53028555,34451.1642456055,1.4130399999999999,10074.0,58.5,5791,24.6153,4728,128.807
HD043042,92.9749490262587,19.1725701544639,2454872.36113874,34451.1795043945,0.7343160000000001,10075.699999999999,62.1667,20844,24.9781,4683,247.503
HD043042,92.9749490262587,19.1725701544639,2454088.5964279,34336.7462158203,0.943439,9871.449999999999,,11819,24.0057,4717,205.818
HD043042,92.9749490262587,19.1725701544639,2454152.43009006,34456.8557739258,0.969719,10132.9,,12374,23.6767,4679,208.537
HD043042,92.9749490262587,19.1725701544639,2454753.68108936,34475.4791259766,1.0870199999999999,10071.0,54.0,9085,24.7906,4757,162.868
HD043042,92.9749490262587,19.1725701544639,2454809.53271617,34450.5767822266,1.26135,10065.9,57.0,7221,24.7384,4728,144.447
HD043042,92.9749490262587,19.1725701544639,2454405.57090378,34434.8373413086,2.21712,10013.6,56.1667,3623,24.4308,4750,99.3158
HD043042,92.9749490262587,19.1725701544639,2454154.38010859,34464.6110534668,1.04752,10059.8,,10669,24.3042,4678,180.997
HD043042,92.9749490262587,19.1725701544639,2454767.61544088,34451.8089294434,1.06773,10039.300000000001,62.666700000000006,9476,24.9028,4753,167.377
HD043042,92.9749490262587,19.1725701544639,2455096.64767021,34452.5756835938,2.46089,10030.5,60.6667,2929,23.7249,4762,92.2176
HD043042,92.9749490262587,19.1725701544639,2454135.41191939,34432.0220947266,0.577224,10020.4,,35021,25.1835,4689,315.74
HD043042,92.9749490262587,19.1725701544639,2454528.39689641,34453.3576965332,1.1614900000000001,10156.7,58.1667,7915,24.379,4676,168.802
HD043042,92.9749490262587,19.1725701544639,2454875.39021658,34470.043182372996,1.23935,10058.400000000001,55.5,7605,24.7093,4683,146.865
HD043042,92.9749490262587,19.1725701544639,2454409.68618344,34442.9244995117,0.937211,10051.5,61.0,12628,24.9637,4744,193.736
HD043042,92.9749490262587,19.1725701544639,2454080.51111895,33561.5272521973,0.9791489999999999,9034.53,,11806,21.993,4728,187.743
HD043042,92.9749490262587,19.1725701544639,2455097.66198318,34447.9904174805,1.20305,10051.6,61.8333,7446,24.493,4762,150.296
HD043042,92.9749490262587,19.1725701544639,2454135.41659501,34435.3370666504,0.596577,10027.300000000001,,32791,25.1396,4689,306.217
HD043042,92.9749490262587,19.1725701544639,2454767.61238507,34450.1075744629,0.916285,10041.0,57.5,12795,25.0026,4753,195.046
HD043042,92.9749490262587,19.1725701544639,2454080.51317919,33648.7808227539,0.986199,9121.7,,11700,22.2711,4728,186.481
HD043042,92.9749490262587,19.1725701544639,2454875.38404807,34469.0933227539,1.21627,10059.300000000001,66.0,7893,24.7232,4683,149.441
HD043042,92.9749490262587,19.1725701544639,2454141.45644331,34454.3609619141,0.86671,10060.4,,15550,24.5169,4683,219.992
HD043042,92.9749490262587,19.1725701544639,2455092.65899149,34449.5010375977,1.0685099999999998,10056.0,61.8333,9163,24.5991,4762,166.401
HD043042,92.9749490262587,19.1725701544639,2454148.42930976,34455.6694030762,0.795782,10061.7,,18629,24.7378,4681,232.347
HD043042,92.9749490262587,19.1725701544639,2454087.60946003,34449.7718811035,1.19189,10082.599999999999,,7030,25.2456,4722,152.966
HD043042,92.9749490262587,19.1725701544639,2454769.61229723,34453.3424377441,3.8680199999999996,10004.4,41.1667,1334,23.4631,4750,59.2473
HD043042,92.9749490262587,19.1725701544639,2454152.36768793,34456.5620422363,0.963551,10070.3,,13256,24.1273,4679,197.511
HD043042,92.9749490262587,19.1725701544639,2454141.45283246,34453.6170959473,0.8093589999999999,10073.3,,17764,24.5922,4683,235.94
HD043042,92.9749490262587,19.1725701544639,2454528.39519518,34457.1418762207,1.27177,10163.9,54.3333,6467,24.2069,4676,154.305
HD043042,92.9749490262587,19.1725701544639,2454753.67935309,34467.334747314504,1.07674,10059.6,51.5,9228,24.8219,4757,163.928
HD043042,92.9749490262587,19.1725701544639,2454419.71767321,34463.7603759766,1.13602,10095.9,52.166700000000006,8732,24.2243,4741,165.472
HD043042,92.9749490262587,19.1725701544639,2454769.60288673,34461.151123046904,4.035010000000001,10008.4,47.5,1341,22.6586,4750,58.8241
HD043042,92.9749490262587,19.1725701544639,2454154.37771296,34462.0018005371,1.01103,10047.4,,11439,24.3888,4678,187.227
HD043042,92.9749490262587,19.1725701544639,2454152.42769443,34458.4007263184,1.01909,10119.0,,11537,23.6939,4679,196.543
HD043042,92.9749490262587,19.1725701544639,2455098.6360955,34448.7266540527,1.03017,10089.6,51.3333,9758,24.503,4762,174.457
HD043042,92.9749490262587,19.1725701544639,2454157.48307748,34465.8126831055,1.10603,10041.800000000001,,9476,24.2996,4676,166.485
HD043042,92.9749490262587,19.1725701544639,2454852.41761886,34458.9920043945,1.35276,10067.0,56.3333,6350,24.7205,4695,134.083
HD043042,92.9749490262587,19.1725701544639,2454148.42617344,34458.3511352539,0.794304,10064.5,,18714,24.7382,4681,232.746
HD043042,92.9749490262587,19.1725701544639,2454158.34600979,34476.4137268066,1.3766399999999999,10024.699999999999,,6710,23.9476,4676,136.971
HD043042,92.9749490262587,19.1725701544639,2454079.5920095,34440.0901794434,1.09935,10049.8,,9169,24.9314,4727,170.595
HD043042,92.9749490262587,19.1725701544639,2454158.34362574,34479.095458984404,1.34054,10024.4,,7058,24.0245,4676,140.555
HD043042,92.9749490262587,19.1725701544639,2455096.64916342,34402.5115966797,16.595100000000002,9939.17,69.16669999999999,273,15.4929,4762,20.8455
HD043042,92.9749490262587,19.1725701544639,2454872.36844145,34454.0061950684,0.8337410000000001,10083.0,65.66669999999999,16194,24.902,4683,218.089
