objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD185144,293.137793507525,69.5519000630953,2458760.48255965,26814.7487640381,0.530934,6759.36,-6.33333,10642,32.2443,6983,217.883
HD185144,293.137728602919,69.5519208555091,2457486.63480342,26809.5397949219,0.473651,6690.85,2.0,13477,33.1573,6976,221.938
HD185144,293.137793507525,69.5519000630953,2458815.36415377,999000.0,999000.0,0.0,0.0,293,0.0,6974,25.7108
HD185144,293.137793507525,69.5519000630953,2458765.2842942,26817.134857177698,0.30743600000000004,6602.65,-1.0,30172,33.7376,6982,321.882
HD185144,293.137728602919,69.5519208555091,2455804.54894077,26745.2163696289,0.525163,8718.27,7.666670000000001,22913,25.6707,6989,284.898
HD185144,293.137728602919,69.5519208555091,2455825.36846264,26813.4651184082,0.347947,6618.03,-3.5,24199,33.5237,6982,290.323
HD185144,293.137728602919,69.5519208555091,2457946.51167342,26811.346054077098,0.27697099999999997,6596.669999999999,-0.333333,36797,33.824,6991,354.259
HD185144,293.137728602919,69.5519208555091,2456453.59650849,26759.6111297607,0.495247,8825.47,-3.66667,26636,25.5397,6988,304.493
HD185144,293.137793507525,69.5519000630953,2458652.54947305,26783.0600738525,0.395291,8781.83,-5.33333,40898,25.784,6990,376.425
HD185144,293.137728602919,69.5519208555091,2458004.62352572,26778.54347229,0.513942,8905.570000000002,-8.5,23940,25.2193,6988,311.828
HD185144,293.137728602919,69.5519208555091,2455847.50212806,26745.468139648397,3.3758,8796.38,22.0,1450,22.6156,6979,66.0413
HD185144,293.137728602919,69.5519208555091,2457879.56501912,26769.241333007798,1.449,8773.630000000001,-2.8333299999999997,3387,24.6907,6981,105.328
HD185144,293.137793507525,69.5519000630953,2458728.31672113,26772.1214294434,0.643555,8780.810000000001,-9.83333,15702,25.514,6990,232.797
HD185144,293.137728602919,69.5519208555091,2457987.38083755,26779.4399261475,0.424761,8775.18,-6.5,35589,25.7911,6990,348.18
HD185144,293.137793507525,69.5519000630953,2454012.3380254,26804.864883422902,1.03031,6584.44,,3328,31.6469,6982,103.924
HD185144,293.137728602919,69.5519208555091,2456499.35068885,26808.4316253662,0.372892,6653.1900000000005,1.66667,20538,33.2222,6990,272.423
HD185144,293.137793507525,69.5519000630953,2458757.45094577,26818.4394836426,0.280475,6621.679999999999,-1.66667,36181,33.6282,6983,358.49
HD185144,293.137728602919,69.5519208555091,2456886.51016168,26809.7629547119,0.32784300000000005,6703.36,-2.33333,27379,33.0511,6988,329.414
HD185144,293.137793507525,69.5519000630953,2458815.48635171,26782.0301055908,0.791521,8920.98,-11.3333,10824,24.3248,6974,211.804
HD185144,293.137728602919,69.5519208555091,2455787.43682371,26755.054473877,0.46708,8704.980000000001,4.83333,29002,25.8123,6989,317.035
HD185144,293.137728602919,69.5519208555091,2455765.35696444,26739.946365356398,0.534904,8724.61,8.66667,22013,25.8324,6991,279.013
HD185144,293.137728602919,69.5519208555091,2457973.35318348,26812.789916992202,0.35501499999999997,6606.93,-0.166667,22899,33.4392,6991,282.253
HD185144,293.137728602919,69.5519208555091,2456059.58056264,26767.4884796143,0.28515799999999997,8835.56,-6.5,78351,25.6791,6982,527.879
HD185144,293.137793507525,69.5519000630953,2458822.25598313,26749.6757507324,6.08142,8818.82,0.666667,497,21.8974,6974,37.9103
HD185144,293.137728602919,69.5519208555091,2457927.51667651,26811.4490509033,0.329401,6616.37,-1.66667,26331,33.4132,6989,304.429
HD185144,293.137793507525,69.5519000630953,2454012.29970344,26805.2654266357,0.5699080000000001,6575.1,,9858,32.6453,6982,181.125
HD185144,293.137728602919,69.5519208555091,2456179.30420077,26759.3936920166,1.00067,8810.560000000001,-3.5,6786,25.0113,6988,153.693
HD185144,293.137793507525,69.5519000630953,2458617.60806304,26816.6103363037,0.276654,6596.28,-4.83333,37417,33.8129,6984,357.912
HD185144,293.137728602919,69.5519208555091,2456834.41817923,26805.3855895996,0.704689,6667.5199999999995,1.33333,6385,32.4907,6988,153.067
HD185144,293.137728602919,69.5519208555091,2457944.45715164,26813.358306884802,0.367128,6592.59,-0.833333,21159,33.7177,6991,268.284
HD185144,293.137728602919,69.5519208555091,2456272.21839177,26757.501602172902,0.838751,8826.16,-5.0,9653,25.2563,6973,182.229
HD185144,293.137793507525,69.5519000630953,2458825.22871658,26818.6378479004,0.46482,6614.66,-3.5,13992,33.17,6976,222.558
HD185144,293.137793507525,69.5519000630953,2458722.43771261,26815.6223297119,0.492659,6609.04,0.666667,12061,33.3249,6988,206.19
HD185144,293.137793507525,69.5519000630953,2458631.54366375,26728.8112640381,2.1348000000000003,8773.18,-9.33333,2864,24.2772,6987,97.1565
