objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD020630,49.1875678963981,3.18942215802084,2456944.60255218,19085.5693817139,1.06059,9414.99,-16.333299999999998,5266,34.5298,4734,138.339
HD020630,49.1875678963981,3.18942215802084,2456912.63074078,19029.956817627,0.708067,9425.470000000001,34.333299999999994,12031,35.2239,4756,204.009
HD020630,49.1875678963981,3.18942215802084,2456604.42912205,19676.671981811498,0.562881,9366.009999999998,-19.1667,17799,35.5465,4721,248.312
HD020630,49.1875678963981,3.18942215802084,2456604.42350859,19673.267364502,0.488353,9367.59,-14.1667,23464,35.6122,4721,285.582
HD020630,49.1875678963981,3.18942215802084,2456912.63665562,19030.136108398397,0.765927,9418.0,37.3333,10323,35.1852,4756,188.308
HD020630,49.1875678963981,3.18942215802084,2456581.55569908,19590.5857086182,0.706279,9394.130000000001,0.666667,11395,35.3196,4734,199.982
HD020630,49.1875678963981,3.18942215802084,2457061.24723364,19075.7884979248,0.595612,9504.86,2.5,16599,35.0436,4677,252.616
HD020630,49.1875678963981,3.18942215802084,2457296.5399721,18080.7056427002,65.5968,8695.21,460.0,83,9.83889,4748,7.76713
HD020630,49.1875678963981,3.18942215802084,2456563.57199641,19463.434219360402,0.7448170000000001,9374.59,18.666700000000002,10139,35.3355,4749,187.017
HD020630,49.1875678963981,3.18942215802084,2456562.53830461,19457.0178985596,1.07108,9382.970000000001,4.0,4979,35.0142,4750,130.396
HD020630,49.1875678963981,3.18942215802084,2456568.56334221,19524.9080657959,0.6216820000000001,9335.01,12.0,13840,35.614,4747,220.381
HD020630,49.1875678963981,3.18942215802084,2457060.25452948,19093.427658081102,0.637743,9431.75,-7.666670000000001,14658,35.306,4677,227.497
HD020630,49.1875678963981,3.18942215802084,2457061.25160822,19074.1806030273,0.612026,9505.68,2.8333299999999997,15742,35.0192,4677,246.544
HD020630,49.1875678963981,3.18942215802084,2456944.61108265,19071.577072143602,1.58097,9411.05,-27.6667,2738,33.4403,4734,98.6446
HD020630,49.1875678963981,3.18942215802084,2456561.59277736,19474.7333526611,0.568387,9443.939999999999,16.0,16817,35.3272,4750,246.77
HD020630,49.1875678963981,3.18942215802084,2456608.48631754,19670.2709197998,0.920516,9395.6,-9.5,7074,35.1907,4719,156.297
HD020630,49.1875678963981,3.18942215802084,2457301.51919956,19049.493789672902,0.749077,9583.73,15.5,8773,34.3238,4743,204.443
HD020630,49.1875678963981,3.18942215802084,2456582.51865559,19604.2613983154,0.5267390000000001,9375.439999999999,0.666667,20609,35.553,4734,268.046
HD020630,49.1875678963981,3.18942215802084,2456561.58889978,19472.8317260742,0.587214,9449.56,12.3333,15742,35.2927,4750,238.896
HD020630,49.1875678963981,3.18942215802084,2456563.56811884,19462.9592895508,0.719217,9380.34,20.333299999999998,10839,35.3533,4749,193.539
HD020630,49.1875678963981,3.18942215802084,2456608.49018327,19667.854309082,0.806946,9395.47,-10.833300000000001,9158,35.3463,4719,177.743
HD020630,49.1875678963981,3.18942215802084,2457060.26123021,19086.3437652588,0.8516720000000001,9449.9,-9.0,8240,35.0388,4677,173.496
HD020630,49.1875678963981,3.18942215802084,2457296.53618715,18999.5384216309,3.61263,9435.269999999999,11.5,603,31.7742,4748,45.4912
HD020630,49.1875678963981,3.18942215802084,2456562.53443861,19456.7604064941,0.88013,9387.449999999999,9.33333,7220,35.1979,4750,158.7
HD020630,49.1875678963981,3.18942215802084,2457301.52183859,19048.873901367202,0.79992,9580.05,17.5,7805,34.3607,4743,191.98
HD020630,49.1875678963981,3.18942215802084,2456565.55842199,19511.5356445312,0.575202,9348.68,-2.33333,16680,35.4655,4749,241.27
HD020630,49.1875678963981,3.18942215802084,2456565.56227641,19507.984161377,0.5677,9354.51,-3.16667,17164,35.4792,4749,244.658
HD020630,49.1875678963981,3.18942215802084,2456582.51477812,19601.9096374512,0.557495,9373.8,-3.5,18416,35.5064,4734,253.547
