objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD095735,165.14265297222,36.2393652032985,2454594.398942,-85051.4450073242,0.570173,6555.85,-51.166700000000006,8978,18.2943,5162,132.69
HD095735,165.14265297222,36.2393652032985,2455619.4886833,-84656.73828125,0.6321869999999999,4634.929999999999,14.0,6960,26.6065,7125,119.848
HD095735,165.14265297222,36.2393652032985,2458905.36467146,-84625.5111694336,2.32195,4597.93,3.0,2066,24.652,7128,63.6833
HD095735,165.14265297222,36.2393652032985,2458619.42807214,-84618.3166503906,1.39951,4598.66,9.83333,4816,26.4312,7068,98.5539
HD095735,165.14265297222,36.2393652032985,2457702.69181997,-84645.149230957,0.831841,6294.67,3.16667,10838,17.5052,7183,154.733
HD095735,165.14265297222,36.2393652032985,2458456.71608408,-84620.9945678711,0.574088,4602.1,6.0,8091,26.9857,7193,130.218
HD095735,165.14265297222,36.2393652032985,2458645.3779216,-84619.4229125977,0.724044,4571.5,5.16667,5188,26.3962,7071,102.244
HD095735,165.14265297222,36.2393652032985,2456382.39345377,-84631.7138671875,0.5795140000000001,4654.72,14.666699999999999,8419,26.4269,7090,131.951
HD095735,165.14265297222,36.2393652032985,2458497.55664912,-84617.1569824219,0.5118969999999999,4605.33,11.6667,10092,27.0881,7173,145.7
HD095735,165.14265297222,36.2393652032985,2457094.41432057,-84634.9334716797,0.651142,4622.200000000001,14.666699999999999,6686,26.1416,7111,116.566
HD095735,165.14265297222,36.2393652032985,2456777.45158243,-84638.5879516602,0.541451,4598.56,13.1667,9383,26.0777,7071,139.159
HD095735,165.14265297222,36.2393652032985,2458893.60291556,-84616.6076660156,0.722476,4598.21,10.3333,5469,26.1501,7144,105.964
HD095735,165.14265297222,36.2393652032985,2458834.66739502,-84617.7749633789,2.09247,4590.099999999999,9.66667,2596,24.0768,7191,72.2937
HD095735,165.14265297222,36.2393652032985,2458877.6643256,-84615.7913208008,0.578704,4598.04,12.1667,8164,26.5222,7161,130.242
HD095735,165.14265297222,36.2393652032985,2457760.63761312,-84627.8305053711,0.502738,4608.09,7.33333,10393,27.2519,7178,147.753
HD095735,165.14265297222,36.2393652032985,2456072.38310771,-84631.0577392578,0.467307,4616.28,8.5,12294,26.5807,7067,160.169
HD095735,165.14265297222,36.2393652032985,2458263.47925115,-84640.5181884766,0.512728,4426.48,-0.666667,9470,24.9878,7067,141.053
HD095735,165.14265297222,36.2393652032985,2456730.39818824,-84637.1307373047,0.485339,4619.64,15.5,11617,26.3426,7109,154.992
HD095735,165.14265297222,36.2393652032985,2458141.64861131,-84622.184753418,0.696256,4609.3,6.0,5947,26.1696,7167,111.043
HD095735,165.14265297222,36.2393652032985,2457850.47083817,-84626.0070800781,0.428983,4606.35,6.83333,14152,27.3478,7087,172.053
HD095735,165.14265297222,36.2393652032985,2458600.47126592,-84620.3689575195,0.667526,4607.25,12.5,6224,26.7142,7072,112.66
HD095735,165.14265297222,36.2393652032985,2458923.50333881,-84618.0801391602,0.6303259999999999,4583.84,9.83333,6982,26.4094,7108,119.693
HD095735,165.14265297222,36.2393652032985,2457814.51857723,-84624.0386962891,0.539166,4616.53,5.33333,9098,27.2784,7124,137.516
HD095735,165.14265297222,36.2393652032985,2457759.62486269,-84631.5460205078,0.490279,4599.65,4.666670000000001,10881,27.203,7179,151.184
HD095735,165.14265297222,36.2393652032985,2458457.73587294,-84612.7853393555,0.398393,4607.13,5.83333,16220,27.3885,7193,185.715
HD095735,165.14265297222,36.2393652032985,2457765.60130736,-84628.60107421881,0.577866,4610.76,7.833329999999999,7992,27.0979,7175,129.146
HD095735,165.14265297222,36.2393652032985,2455627.68103385,-84660.530090332,0.504753,4612.8099999999995,8.0,10531,26.5843,7115,147.572
HD095735,165.14265297222,36.2393652032985,2454951.40416705,-84524.543762207,0.55228,3542.11,,15074,13.9482,11674,137.726
HD095735,165.14265297222,36.2393652032985,2458254.46152788,-84626.8081665039,0.716607,4573.1,6.0,5380,26.2998,7068,104.508
HD095735,165.14265297222,36.2393652032985,2458653.3755256,-84631.5383911133,0.46203,4454.259999999999,5.16667,11667,25.6058,7072,158.73
HD095735,165.14265297222,36.2393652032985,2458861.58845601,-84618.6828613281,0.55869,4596.849999999999,6.83333,8801,26.5755,7174,135.78
HD095735,165.14265297222,36.2393652032985,2458586.45176622,-84613.0065917969,0.653678,4601.9,11.5,6440,26.7677,7081,114.732
HD095735,165.14265297222,36.2393652032985,2454951.40416705,-85044.2276000977,0.55228,6917.16,,4217,19.1229,4696,137.726
HD095735,165.14265297222,36.2393652032985,2455584.67185626,-84657.1502685547,0.516616,4647.509999999999,14.833300000000001,10337,26.6064,7165,147.078
HD095735,165.14265297222,36.2393652032985,2457079.42962824,-84630.67626953119,0.706894,4655.09,11.3333,5767,26.3811,7126,108.817
HD095735,165.14265297222,36.2393652032985,2458919.35697998,-84622.3373413086,1.4379,4587.86,9.16667,4713,25.8764,7114,97.8635
HD095735,165.14265297222,36.2393652032985,2458255.47900931,-84633.5601806641,0.596666,4462.240000000001,2.5,7265,25.2104,7068,122.651
HD095735,165.14265297222,36.2393652032985,2458533.54488009,-84621.2844848633,0.5024540000000001,4602.2,9.0,10512,26.9762,7136,148.128
HD095735,165.14265297222,36.2393652032985,2458489.71632081,-84617.6452636719,1.4838200000000001,4601.68,11.8333,4210,26.5061,7179,92.7214
